Entity;Code;Date;Total confirmed deaths due to COVID-19 (deaths);deaths/day;;;
Ecuador;ECU;10-Jan-20;0;;;;
Ecuador;ECU;11-Jan-20;0;;;;
Ecuador;ECU;12-Jan-20;0;;;;
Ecuador;ECU;13-Jan-20;0;;;;
Ecuador;ECU;14-Jan-20;0;;;;
Ecuador;ECU;15-Jan-20;0;;;;
Ecuador;ECU;16-Jan-20;0;;;;
Ecuador;ECU;17-Jan-20;0;;;;
Ecuador;ECU;18-Jan-20;0;;;;
Ecuador;ECU;19-Jan-20;0;;;;
Ecuador;ECU;20-Jan-20;0;;;;
Ecuador;ECU;21-Jan-20;0;;;;
Ecuador;ECU;22-Jan-20;0;;;;
Ecuador;ECU;23-Jan-20;0;;;;
Ecuador;ECU;24-Jan-20;0;;;;
Ecuador;ECU;25-Jan-20;0;;;;
Ecuador;ECU;26-Jan-20;0;;;;
Ecuador;ECU;27-Jan-20;0;;;;
Ecuador;ECU;28-Jan-20;0;;;;
Ecuador;ECU;29-Jan-20;0;;;;
Ecuador;ECU;30-Jan-20;0;;;;
Ecuador;ECU;31-Jan-20;0;;;;
Ecuador;ECU;01-Feb-20;0;;;;
Ecuador;ECU;02-Feb-20;0;;;;
Ecuador;ECU;03-Feb-20;0;;;;
Ecuador;ECU;04-Feb-20;0;;;;
Ecuador;ECU;05-Feb-20;0;;;;
Ecuador;ECU;06-Feb-20;0;;;;
Ecuador;ECU;07-Feb-20;0;;;;
Ecuador;ECU;08-Feb-20;0;;;;
Ecuador;ECU;09-Feb-20;0;;;;
Ecuador;ECU;10-Feb-20;0;;;;
Ecuador;ECU;11-Feb-20;0;;;;
Ecuador;ECU;12-Feb-20;0;;;;
Ecuador;ECU;13-Feb-20;0;;;;
Ecuador;ECU;14-Feb-20;0;;;;
Ecuador;ECU;15-Feb-20;0;;;;
Ecuador;ECU;16-Feb-20;0;;;;
Ecuador;ECU;17-Feb-20;0;;;;
Ecuador;ECU;18-Feb-20;0;;;;
Ecuador;ECU;19-Feb-20;0;;;;
Ecuador;ECU;20-Feb-20;0;;;;
Ecuador;ECU;21-Feb-20;0;;;;
Ecuador;ECU;22-Feb-20;0;;;;
Ecuador;ECU;23-Feb-20;0;;;;
Ecuador;ECU;24-Feb-20;0;;;;
Ecuador;ECU;25-Feb-20;0;;;;
Ecuador;ECU;26-Feb-20;0;;;;
Ecuador;ECU;27-Feb-20;0;;;;
Ecuador;ECU;28-Feb-20;0;;;;
Ecuador;ECU;29-Feb-20;0;;;;
Ecuador;ECU;01-Mar-20;0;;;;
Ecuador;ECU;02-Mar-20;0;;;;
Ecuador;ECU;03-Mar-20;0;;;;
Ecuador;ECU;05-Mar-20;0;;;;
Ecuador;ECU;06-Mar-20;0;;;;
Ecuador;ECU;09-Mar-20;0;;;;
Ecuador;ECU;10-Mar-20;0;;;;
Ecuador;ECU;11-Mar-20;0;;;;
Ecuador;ECU;14-Mar-20;1;;;;
Ecuador;ECU;15-Mar-20;2;;;;
Ecuador;ECU;16-Mar-20;2;;;;
Ecuador;ECU;17-Mar-20;2;;;;
Ecuador;ECU;18-Mar-20;2;;;;
Ecuador;ECU;19-Mar-20;3;;;;
Ecuador;ECU;20-Mar-20;3;;;;
Ecuador;ECU;21-Mar-20;7;;;;
Ecuador;ECU;22-Mar-20;7;;;;
Ecuador;ECU;23-Mar-20;14;;;;
Ecuador;ECU;24-Mar-20;18;;;;
Ecuador;ECU;25-Mar-20;27;;;;
Ecuador;ECU;26-Mar-20;29;;;;
Ecuador;ECU;27-Mar-20;34;;;;
Ecuador;ECU;28-Mar-20;41;;;;
Ecuador;ECU;29-Mar-20;48;;;;
Ecuador;ECU;30-Mar-20;58;;;;
Ecuador;ECU;31-Mar-20;62;;;;
Ecuador;ECU;01-Apr-20;79;;;;
Ecuador;ECU;02-Apr-20;120;;;;
Ecuador;ECU;03-Apr-20;120;;;;
Ecuador;ECU;04-Apr-20;145;;;;
Ecuador;ECU;05-Apr-20;172;;;;
Egypt;EGY;31-Dec-19;0;;;;
Egypt;EGY;01-Jan-20;0;;;;
Egypt;EGY;02-Jan-20;0;;;;
Egypt;EGY;03-Jan-20;0;;;;
Egypt;EGY;04-Jan-20;0;;;;
Egypt;EGY;05-Jan-20;0;;;;
Egypt;EGY;06-Jan-20;0;;;;
Egypt;EGY;07-Jan-20;0;;;;
Egypt;EGY;08-Jan-20;0;;;;
Egypt;EGY;09-Jan-20;0;;;;
Egypt;EGY;10-Jan-20;0;;;;
Egypt;EGY;11-Jan-20;0;;;;
Egypt;EGY;12-Jan-20;0;;;;
Egypt;EGY;13-Jan-20;0;;;;
Egypt;EGY;14-Jan-20;0;;;;
Egypt;EGY;15-Jan-20;0;;;;
Egypt;EGY;16-Jan-20;0;;;;
Egypt;EGY;17-Jan-20;0;;;;
Egypt;EGY;18-Jan-20;0;;;;
Egypt;EGY;19-Jan-20;0;;;;
Egypt;EGY;20-Jan-20;0;;;;
Egypt;EGY;21-Jan-20;0;;;;
Egypt;EGY;22-Jan-20;0;;;;
Egypt;EGY;23-Jan-20;0;;;;
Egypt;EGY;24-Jan-20;0;;;;
Egypt;EGY;25-Jan-20;0;;;;
Egypt;EGY;26-Jan-20;0;;;;
Egypt;EGY;27-Jan-20;0;;;;
Egypt;EGY;28-Jan-20;0;;;;
Egypt;EGY;29-Jan-20;0;;;;
Egypt;EGY;30-Jan-20;0;;;;
Egypt;EGY;31-Jan-20;0;;;;
Egypt;EGY;01-Feb-20;0;;;;
Egypt;EGY;02-Feb-20;0;;;;
Egypt;EGY;03-Feb-20;0;;;;
Egypt;EGY;04-Feb-20;0;;;;
Egypt;EGY;05-Feb-20;0;;;;
Egypt;EGY;06-Feb-20;0;;;;
Egypt;EGY;07-Feb-20;0;;;;
Egypt;EGY;08-Feb-20;0;;;;
Egypt;EGY;09-Feb-20;0;;;;
Egypt;EGY;10-Feb-20;0;;;;
Egypt;EGY;11-Feb-20;0;;;;
Egypt;EGY;12-Feb-20;0;;;;
Egypt;EGY;13-Feb-20;0;;;;
Egypt;EGY;14-Feb-20;0;;;;
Egypt;EGY;15-Feb-20;0;;;;
Egypt;EGY;16-Feb-20;0;;;;
Egypt;EGY;17-Feb-20;0;;;;
Egypt;EGY;18-Feb-20;0;;;;
Egypt;EGY;19-Feb-20;0;;;;
Egypt;EGY;20-Feb-20;0;;;;
Egypt;EGY;21-Feb-20;0;;;;
Egypt;EGY;22-Feb-20;0;;;;
Egypt;EGY;23-Feb-20;0;;;;
Egypt;EGY;24-Feb-20;0;;;;
Egypt;EGY;25-Feb-20;0;;;;
Egypt;EGY;26-Feb-20;0;;;;
Egypt;EGY;27-Feb-20;0;;;;
Egypt;EGY;28-Feb-20;0;;;;
Egypt;EGY;29-Feb-20;0;;;;
Egypt;EGY;01-Mar-20;0;;;;
Egypt;EGY;02-Mar-20;0;;;;
Egypt;EGY;06-Mar-20;0;;;;
Egypt;EGY;07-Mar-20;0;;;;
Egypt;EGY;09-Mar-20;1;;;;
Egypt;EGY;10-Mar-20;1;;;;
Egypt;EGY;11-Mar-20;1;;;;
Egypt;EGY;12-Mar-20;1;;;;
Egypt;EGY;13-Mar-20;2;;;;
Egypt;EGY;14-Mar-20;2;;;;
Egypt;EGY;15-Mar-20;2;;;;
Egypt;EGY;16-Mar-20;2;;;;
Egypt;EGY;17-Mar-20;2;;;;
Egypt;EGY;18-Mar-20;4;;;;
Egypt;EGY;19-Mar-20;6;;;;
Egypt;EGY;20-Mar-20;6;;;;
Egypt;EGY;21-Mar-20;7;;;;
Egypt;EGY;22-Mar-20;8;;;;
Egypt;EGY;23-Mar-20;10;;;;
Egypt;EGY;24-Mar-20;14;;;;
Egypt;EGY;25-Mar-20;19;;;;
Egypt;EGY;26-Mar-20;21;;;;
Egypt;EGY;27-Mar-20;21;;;;
Egypt;EGY;28-Mar-20;24;;;;
Egypt;EGY;29-Mar-20;30;;;;
Egypt;EGY;30-Mar-20;36;;;;
Egypt;EGY;31-Mar-20;40;;;;
Egypt;EGY;01-Apr-20;41;;;;
Egypt;EGY;02-Apr-20;46;;;;
Egypt;EGY;03-Apr-20;52;;;;
Egypt;EGY;04-Apr-20;52;;;;
Egypt;EGY;05-Apr-20;66;;;;
El Salvador;SLV;19-Mar-20;0;;;;
El Salvador;SLV;20-Mar-20;0;;;;
El Salvador;SLV;21-Mar-20;0;;;;
El Salvador;SLV;22-Mar-20;0;;;;
El Salvador;SLV;23-Mar-20;0;;;;
El Salvador;SLV;24-Mar-20;0;;;;
El Salvador;SLV;25-Mar-20;0;;;;
El Salvador;SLV;26-Mar-20;0;;;;
El Salvador;SLV;27-Mar-20;0;;;;
El Salvador;SLV;28-Mar-20;0;;;;
El Salvador;SLV;29-Mar-20;0;;;;
El Salvador;SLV;30-Mar-20;0;;;;
El Salvador;SLV;31-Mar-20;0;;;;
El Salvador;SLV;01-Apr-20;1;;;;
El Salvador;SLV;02-Apr-20;2;;;;
El Salvador;SLV;03-Apr-20;2;;;;
El Salvador;SLV;04-Apr-20;3;;;;
El Salvador;SLV;05-Apr-20;3;;;;
Equatorial Guinea;GNQ;15-Mar-20;0;;;;
Equatorial Guinea;GNQ;16-Mar-20;0;;;;
Equatorial Guinea;GNQ;17-Mar-20;0;;;;
Equatorial Guinea;GNQ;18-Mar-20;0;;;;
Equatorial Guinea;GNQ;19-Mar-20;0;;;;
Equatorial Guinea;GNQ;20-Mar-20;0;;;;
Equatorial Guinea;GNQ;21-Mar-20;0;;;;
Equatorial Guinea;GNQ;22-Mar-20;0;;;;
Equatorial Guinea;GNQ;23-Mar-20;0;;;;
Equatorial Guinea;GNQ;24-Mar-20;0;;;;
Equatorial Guinea;GNQ;25-Mar-20;0;;;;
Equatorial Guinea;GNQ;26-Mar-20;0;;;;
Equatorial Guinea;GNQ;27-Mar-20;0;;;;
Equatorial Guinea;GNQ;28-Mar-20;0;;;;
Equatorial Guinea;GNQ;29-Mar-20;0;;;;
Equatorial Guinea;GNQ;30-Mar-20;0;;;;
Equatorial Guinea;GNQ;31-Mar-20;0;;;;
Equatorial Guinea;GNQ;01-Apr-20;0;;;;
Equatorial Guinea;GNQ;02-Apr-20;0;;;;
Equatorial Guinea;GNQ;03-Apr-20;0;;;;
Equatorial Guinea;GNQ;04-Apr-20;0;;;;
Equatorial Guinea;GNQ;05-Apr-20;0;;;;
Eritrea;ERI;22-Mar-20;0;;;;
Eritrea;ERI;23-Mar-20;0;;;;
Eritrea;ERI;24-Mar-20;0;;;;
Eritrea;ERI;25-Mar-20;0;;;;
Eritrea;ERI;26-Mar-20;0;;;;
Eritrea;ERI;27-Mar-20;0;;;;
Eritrea;ERI;28-Mar-20;0;;;;
Eritrea;ERI;29-Mar-20;0;;;;
Eritrea;ERI;30-Mar-20;0;;;;
Eritrea;ERI;31-Mar-20;0;;;;
Eritrea;ERI;01-Apr-20;0;;;;
Eritrea;ERI;02-Apr-20;0;;;;
Eritrea;ERI;03-Apr-20;0;;;;
Eritrea;ERI;04-Apr-20;0;;;;
Eritrea;ERI;05-Apr-20;0;;;;
Estonia;EST;31-Dec-19;0;;;;
Estonia;EST;01-Jan-20;0;;;;
Estonia;EST;02-Jan-20;0;;;;
Estonia;EST;03-Jan-20;0;;;;
Estonia;EST;04-Jan-20;0;;;;
Estonia;EST;05-Jan-20;0;;;;
Estonia;EST;06-Jan-20;0;;;;
Estonia;EST;07-Jan-20;0;;;;
Estonia;EST;08-Jan-20;0;;;;
Estonia;EST;09-Jan-20;0;;;;
Estonia;EST;10-Jan-20;0;;;;
Estonia;EST;11-Jan-20;0;;;;
Estonia;EST;12-Jan-20;0;;;;
Estonia;EST;13-Jan-20;0;;;;
Estonia;EST;14-Jan-20;0;;;;
Estonia;EST;15-Jan-20;0;;;;
Estonia;EST;16-Jan-20;0;;;;
Estonia;EST;17-Jan-20;0;;;;
Estonia;EST;18-Jan-20;0;;;;
Estonia;EST;19-Jan-20;0;;;;
Estonia;EST;20-Jan-20;0;;;;
Estonia;EST;21-Jan-20;0;;;;
Estonia;EST;22-Jan-20;0;;;;
Estonia;EST;23-Jan-20;0;;;;
Estonia;EST;24-Jan-20;0;;;;
Estonia;EST;25-Jan-20;0;;;;
Estonia;EST;26-Jan-20;0;;;;
Estonia;EST;27-Jan-20;0;;;;
Estonia;EST;28-Jan-20;0;;;;
Estonia;EST;29-Jan-20;0;;;;
Estonia;EST;30-Jan-20;0;;;;
Estonia;EST;31-Jan-20;0;;;;
Estonia;EST;01-Feb-20;0;;;;
Estonia;EST;02-Feb-20;0;;;;
Estonia;EST;03-Feb-20;0;;;;
Estonia;EST;04-Feb-20;0;;;;
Estonia;EST;05-Feb-20;0;;;;
Estonia;EST;06-Feb-20;0;;;;
Estonia;EST;07-Feb-20;0;;;;
Estonia;EST;08-Feb-20;0;;;;
Estonia;EST;09-Feb-20;0;;;;
Estonia;EST;10-Feb-20;0;;;;
Estonia;EST;11-Feb-20;0;;;;
Estonia;EST;12-Feb-20;0;;;;
Estonia;EST;13-Feb-20;0;;;;
Estonia;EST;14-Feb-20;0;;;;
Estonia;EST;15-Feb-20;0;;;;
Estonia;EST;16-Feb-20;0;;;;
Estonia;EST;17-Feb-20;0;;;;
Estonia;EST;18-Feb-20;0;;;;
Estonia;EST;19-Feb-20;0;;;;
Estonia;EST;20-Feb-20;0;;;;
Estonia;EST;21-Feb-20;0;;;;
Estonia;EST;22-Feb-20;0;;;;
Estonia;EST;23-Feb-20;0;;;;
Estonia;EST;24-Feb-20;0;;;;
Estonia;EST;25-Feb-20;0;;;;
Estonia;EST;26-Feb-20;0;;;;
Estonia;EST;27-Feb-20;0;;;;
Estonia;EST;28-Feb-20;0;;;;
Estonia;EST;29-Feb-20;0;;;;
Estonia;EST;01-Mar-20;0;;;;
Estonia;EST;02-Mar-20;0;;;;
Estonia;EST;04-Mar-20;0;;;;
Estonia;EST;06-Mar-20;0;;;;
Estonia;EST;07-Mar-20;0;;;;
Estonia;EST;11-Mar-20;0;;;;
Estonia;EST;12-Mar-20;0;;;;
Estonia;EST;13-Mar-20;0;;;;
Estonia;EST;14-Mar-20;0;;;;
Estonia;EST;15-Mar-20;0;;;;
Estonia;EST;16-Mar-20;0;;;;
Estonia;EST;17-Mar-20;0;;;;
Estonia;EST;18-Mar-20;0;;;;
Estonia;EST;19-Mar-20;0;;;;
Estonia;EST;20-Mar-20;0;;;;
Estonia;EST;21-Mar-20;0;;;;
Estonia;EST;22-Mar-20;0;;;;
Estonia;EST;23-Mar-20;0;;;;
Estonia;EST;24-Mar-20;0;;;;
Estonia;EST;25-Mar-20;0;;;;
Estonia;EST;26-Mar-20;1;;;;
Estonia;EST;27-Mar-20;1;;;;
Estonia;EST;28-Mar-20;1;;;;
Estonia;EST;29-Mar-20;1;;;;
Estonia;EST;30-Mar-20;3;;;;
Estonia;EST;31-Mar-20;3;;;;
Estonia;EST;01-Apr-20;4;;;;
Estonia;EST;02-Apr-20;5;;;;
Estonia;EST;03-Apr-20;11;;;;
Estonia;EST;04-Apr-20;12;;;;
Estonia;EST;05-Apr-20;13;;;;
Ethiopia;ETH;14-Mar-20;0;;;;
Ethiopia;ETH;15-Mar-20;0;;;;
Ethiopia;ETH;16-Mar-20;0;;;;
Ethiopia;ETH;17-Mar-20;0;;;;
Ethiopia;ETH;18-Mar-20;0;;;;
Ethiopia;ETH;19-Mar-20;0;;;;
Ethiopia;ETH;20-Mar-20;0;;;;
Ethiopia;ETH;21-Mar-20;0;;;;
Ethiopia;ETH;22-Mar-20;0;;;;
Ethiopia;ETH;23-Mar-20;0;;;;
Ethiopia;ETH;24-Mar-20;0;;;;
Ethiopia;ETH;25-Mar-20;0;;;;
Ethiopia;ETH;26-Mar-20;0;;;;
Ethiopia;ETH;27-Mar-20;0;;;;
Ethiopia;ETH;28-Mar-20;0;;;;
Ethiopia;ETH;29-Mar-20;0;;;;
Ethiopia;ETH;30-Mar-20;0;;;;
Ethiopia;ETH;31-Mar-20;0;;;;
Ethiopia;ETH;01-Apr-20;0;;;;
Ethiopia;ETH;02-Apr-20;0;;;;
Ethiopia;ETH;03-Apr-20;0;;;;
Ethiopia;ETH;04-Apr-20;0;;;;
Ethiopia;ETH;05-Apr-20;0;;;;
Europe;;31-Dec-19;0;;;;
Europe;;01-Jan-20;0;;;;
Europe;;02-Jan-20;0;;;;
Europe;;03-Jan-20;0;;;;
Europe;;04-Jan-20;0;;;;
Europe;;05-Jan-20;0;;;;
Europe;;06-Jan-20;0;;;;
Europe;;07-Jan-20;0;;;;
Europe;;08-Jan-20;0;;;;
Europe;;09-Jan-20;0;;;;
Europe;;10-Jan-20;0;;;;
Europe;;11-Jan-20;0;;;;
Europe;;12-Jan-20;0;;;;
Europe;;13-Jan-20;0;;;;
Europe;;14-Jan-20;0;;;;
Europe;;15-Jan-20;0;;;;
Europe;;16-Jan-20;0;;;;
Europe;;17-Jan-20;0;;;;
Europe;;18-Jan-20;0;;;;
Europe;;19-Jan-20;0;;;;
Europe;;20-Jan-20;0;;;;
Europe;;21-Jan-20;0;;;;
Europe;;22-Jan-20;0;;;;
Europe;;23-Jan-20;0;;;;
Europe;;24-Jan-20;0;;;;
Europe;;25-Jan-20;0;;;;
Europe;;26-Jan-20;0;;;;
Europe;;27-Jan-20;0;;;;
Europe;;28-Jan-20;0;;;;
Europe;;29-Jan-20;0;;;;
Europe;;30-Jan-20;0;;;;
Europe;;31-Jan-20;0;;;;
Europe;;01-Feb-20;0;;;;
Europe;;02-Feb-20;0;;;;
Europe;;03-Feb-20;0;;;;
Europe;;04-Feb-20;0;;;;
Europe;;05-Feb-20;0;;;;
Europe;;06-Feb-20;0;;;;
Europe;;07-Feb-20;0;;;;
Europe;;08-Feb-20;0;;;;
Europe;;09-Feb-20;0;;;;
Europe;;10-Feb-20;0;;;;
Europe;;11-Feb-20;0;;;;
Europe;;12-Feb-20;0;;;;
Europe;;13-Feb-20;0;;;;
Europe;;14-Feb-20;0;;;;
Europe;;15-Feb-20;1;;;;
Europe;;16-Feb-20;1;;;;
Europe;;17-Feb-20;1;;;;
Europe;;18-Feb-20;1;;;;
Europe;;19-Feb-20;1;;;;
Europe;;20-Feb-20;1;;;;
Europe;;21-Feb-20;1;;;;
Europe;;22-Feb-20;1;;;;
Europe;;23-Feb-20;3;;;;
Europe;;24-Feb-20;3;;;;
Europe;;25-Feb-20;7;;;;
Europe;;26-Feb-20;12;;;;
Europe;;27-Feb-20;14;;;;
Europe;;28-Feb-20;19;;;;
Europe;;29-Feb-20;23;;;;
Europe;;01-Mar-20;31;;;;
Europe;;02-Mar-20;38;;;;
Europe;;03-Mar-20;56;;;;
Europe;;04-Mar-20;85;;;;
Europe;;05-Mar-20;113;;;;
Europe;;06-Mar-20;161;;;;
Europe;;07-Mar-20;215;;;;
Europe;;08-Mar-20;253;;;;
Europe;;09-Mar-20;399;;;;
Europe;;10-Mar-20;536;;;;
Europe;;11-Mar-20;716;;;;
Europe;;12-Mar-20;951;;;;
Europe;;13-Mar-20;1201;;;;
Europe;;14-Mar-20;1513;;;;
Europe;;15-Mar-20;1744;;;;
Europe;;16-Mar-20;2337;;;;
Europe;;17-Mar-20;2764;;;;
Europe;;18-Mar-20;3359;;;;
Europe;;19-Mar-20;4089;;;;
Europe;;20-Mar-20;4936;;;;
Europe;;21-Mar-20;5988;;;;
Europe;;22-Mar-20;7402;;;;
Europe;;23-Mar-20;8711;;;;
Europe;;24-Mar-20;10148;;;;
Europe;;25-Mar-20;11932;;;;
Europe;;26-Mar-20;13875;;;;
Europe;;27-Mar-20;16009;;;;
Europe;;28-Mar-20;18628;;;;
Europe;;29-Mar-20;21292;;;;
Europe;;30-Mar-20;23806;;;;
Europe;;31-Mar-20;26505;;;;
Europe;;01-Apr-20;29858;;;;
Europe;;02-Apr-20;33310;;;;
Europe;;03-Apr-20;36585;;;;
Europe;;04-Apr-20;39718;;;;
Europe;;05-Apr-20;43867;;;;
Faeroe Islands;FRO;20-Mar-20;0;;;;
Faeroe Islands;FRO;21-Mar-20;0;;;;
Faeroe Islands;FRO;22-Mar-20;0;;;;
Faeroe Islands;FRO;23-Mar-20;0;;;;
Faeroe Islands;FRO;24-Mar-20;0;;;;
Faeroe Islands;FRO;25-Mar-20;0;;;;
Faeroe Islands;FRO;26-Mar-20;0;;;;
Faeroe Islands;FRO;27-Mar-20;0;;;;
Faeroe Islands;FRO;28-Mar-20;0;;;;
Faeroe Islands;FRO;29-Mar-20;0;;;;
Faeroe Islands;FRO;30-Mar-20;0;;;;
Faeroe Islands;FRO;31-Mar-20;0;;;;
Faeroe Islands;FRO;01-Apr-20;0;;;;
Faeroe Islands;FRO;02-Apr-20;0;;;;
Faeroe Islands;FRO;03-Apr-20;0;;;;
Faeroe Islands;FRO;04-Apr-20;0;;;;
Faeroe Islands;FRO;05-Apr-20;0;;;;
Falkland Islands;FLK;04-Apr-20;0;;;;
Falkland Islands;FLK;05-Apr-20;0;;;;
Fiji;FJI;20-Mar-20;0;;;;
Fiji;FJI;21-Mar-20;0;;;;
Fiji;FJI;22-Mar-20;0;;;;
Fiji;FJI;23-Mar-20;0;;;;
Fiji;FJI;24-Mar-20;0;;;;
Fiji;FJI;25-Mar-20;0;;;;
Fiji;FJI;26-Mar-20;0;;;;
Fiji;FJI;27-Mar-20;0;;;;
Fiji;FJI;28-Mar-20;0;;;;
Fiji;FJI;29-Mar-20;0;;;;
Fiji;FJI;30-Mar-20;0;;;;
Fiji;FJI;31-Mar-20;0;;;;
Fiji;FJI;01-Apr-20;0;;;;
Fiji;FJI;02-Apr-20;0;;;;
Fiji;FJI;03-Apr-20;0;;;;
Fiji;FJI;04-Apr-20;0;;;;
Fiji;FJI;05-Apr-20;0;;;;
Finland;FIN;31-Dec-19;0;;;;
Finland;FIN;01-Jan-20;0;;;;
Finland;FIN;02-Jan-20;0;;;;
Finland;FIN;03-Jan-20;0;;;;
Finland;FIN;04-Jan-20;0;;;;
Finland;FIN;05-Jan-20;0;;;;
Finland;FIN;06-Jan-20;0;;;;
Finland;FIN;07-Jan-20;0;;;;
Finland;FIN;08-Jan-20;0;;;;
Finland;FIN;09-Jan-20;0;;;;
Finland;FIN;10-Jan-20;0;;;;
Finland;FIN;11-Jan-20;0;;;;
Finland;FIN;12-Jan-20;0;;;;
Finland;FIN;13-Jan-20;0;;;;
Finland;FIN;14-Jan-20;0;;;;
Finland;FIN;15-Jan-20;0;;;;
Finland;FIN;16-Jan-20;0;;;;
Finland;FIN;17-Jan-20;0;;;;
Finland;FIN;18-Jan-20;0;;;;
Finland;FIN;19-Jan-20;0;;;;
Finland;FIN;20-Jan-20;0;;;;
Finland;FIN;21-Jan-20;0;;;;
Finland;FIN;22-Jan-20;0;;;;
Finland;FIN;23-Jan-20;0;;;;
Finland;FIN;24-Jan-20;0;;;;
Finland;FIN;25-Jan-20;0;;;;
Finland;FIN;26-Jan-20;0;;;;
Finland;FIN;27-Jan-20;0;;;;
Finland;FIN;28-Jan-20;0;;;;
Finland;FIN;29-Jan-20;0;;;;
Finland;FIN;30-Jan-20;0;;;;
Finland;FIN;31-Jan-20;0;;;;
Finland;FIN;01-Feb-20;0;;;;
Finland;FIN;02-Feb-20;0;;;;
Finland;FIN;03-Feb-20;0;;;;
Finland;FIN;04-Feb-20;0;;;;
Finland;FIN;05-Feb-20;0;;;;
Finland;FIN;06-Feb-20;0;;;;
Finland;FIN;07-Feb-20;0;;;;
Finland;FIN;08-Feb-20;0;;;;
Finland;FIN;09-Feb-20;0;;;;
Finland;FIN;10-Feb-20;0;;;;
Finland;FIN;11-Feb-20;0;;;;
Finland;FIN;12-Feb-20;0;;;;
Finland;FIN;13-Feb-20;0;;;;
Finland;FIN;14-Feb-20;0;;;;
Finland;FIN;15-Feb-20;0;;;;
Finland;FIN;16-Feb-20;0;;;;
Finland;FIN;17-Feb-20;0;;;;
Finland;FIN;18-Feb-20;0;;;;
Finland;FIN;19-Feb-20;0;;;;
Finland;FIN;20-Feb-20;0;;;;
Finland;FIN;21-Feb-20;0;;;;
Finland;FIN;22-Feb-20;0;;;;
Finland;FIN;23-Feb-20;0;;;;
Finland;FIN;24-Feb-20;0;;;;
Finland;FIN;25-Feb-20;0;;;;
Finland;FIN;26-Feb-20;0;;;;
Finland;FIN;27-Feb-20;0;;;;
Finland;FIN;28-Feb-20;0;;;;
Finland;FIN;29-Feb-20;0;;;;
Finland;FIN;01-Mar-20;0;;;;
Finland;FIN;02-Mar-20;0;;;;
Finland;FIN;04-Mar-20;0;;;;
Finland;FIN;06-Mar-20;0;;;;
Finland;FIN;07-Mar-20;0;;;;
Finland;FIN;09-Mar-20;0;;;;
Finland;FIN;10-Mar-20;0;;;;
Finland;FIN;12-Mar-20;0;;;;
Finland;FIN;13-Mar-20;0;;;;
Finland;FIN;15-Mar-20;0;;;;
Finland;FIN;16-Mar-20;0;;;;
Finland;FIN;17-Mar-20;0;;;;
Finland;FIN;18-Mar-20;0;;;;
Finland;FIN;19-Mar-20;0;;;;
Finland;FIN;20-Mar-20;0;;;;
Finland;FIN;21-Mar-20;0;;;;
Finland;FIN;22-Mar-20;1;;;;
Finland;FIN;23-Mar-20;1;;;;
Finland;FIN;24-Mar-20;1;;;;
Finland;FIN;25-Mar-20;1;;;;
Finland;FIN;26-Mar-20;3;;;;
Finland;FIN;27-Mar-20;4;;;;
Finland;FIN;28-Mar-20;7;;;;
Finland;FIN;29-Mar-20;9;;;;
Finland;FIN;30-Mar-20;11;;;;
Finland;FIN;31-Mar-20;13;;;;
Finland;FIN;01-Apr-20;17;;;;
Finland;FIN;02-Apr-20;17;;;;
Finland;FIN;03-Apr-20;19;;;;
Finland;FIN;04-Apr-20;20;;;;
Finland;FIN;05-Apr-20;25;;;;
France;FRA;31-Dec-19;0;;;;
France;FRA;01-Jan-20;0;;;;
France;FRA;02-Jan-20;0;;;;
France;FRA;03-Jan-20;0;;;;
France;FRA;04-Jan-20;0;;;;
France;FRA;05-Jan-20;0;;;;
France;FRA;06-Jan-20;0;;;;
France;FRA;07-Jan-20;0;;;;
France;FRA;08-Jan-20;0;;;;
France;FRA;09-Jan-20;0;;;;
France;FRA;10-Jan-20;0;;;;
France;FRA;11-Jan-20;0;;;;
France;FRA;12-Jan-20;0;;;;
France;FRA;13-Jan-20;0;;;;
France;FRA;14-Jan-20;0;;;;
France;FRA;15-Jan-20;0;;;;
France;FRA;16-Jan-20;0;;;;
France;FRA;17-Jan-20;0;;;;
France;FRA;18-Jan-20;0;;;;
France;FRA;19-Jan-20;0;;;;
France;FRA;20-Jan-20;0;;;;
France;FRA;21-Jan-20;0;;;;
France;FRA;22-Jan-20;0;;;;
France;FRA;23-Jan-20;0;;;;
France;FRA;24-Jan-20;0;;;;
France;FRA;25-Jan-20;0;;;;
France;FRA;26-Jan-20;0;;;;
France;FRA;27-Jan-20;0;;;;
France;FRA;28-Jan-20;0;;;;
France;FRA;29-Jan-20;0;;;;
France;FRA;30-Jan-20;0;;;;
France;FRA;31-Jan-20;0;;;;
France;FRA;01-Feb-20;0;;;;
France;FRA;02-Feb-20;0;;;;
France;FRA;03-Feb-20;0;;;;
France;FRA;04-Feb-20;0;;;;
France;FRA;05-Feb-20;0;;;;
France;FRA;06-Feb-20;0;;;;
France;FRA;07-Feb-20;0;;;;
France;FRA;08-Feb-20;0;;;;
France;FRA;09-Feb-20;0;;;;
France;FRA;10-Feb-20;0;;;;
France;FRA;11-Feb-20;0;;;;
France;FRA;12-Feb-20;0;;;;
France;FRA;13-Feb-20;0;;;;
France;FRA;14-Feb-20;0;;;;
France;FRA;15-Feb-20;1;;;;
France;FRA;16-Feb-20;1;;;;
France;FRA;17-Feb-20;1;;;;
France;FRA;18-Feb-20;1;;;;
France;FRA;19-Feb-20;1;;;;
